"","SampleId","Signature.1","Signature.2","Signature.3","Signature.4","Signature.5","Signature.6","Signature.7","Signature.8","Signature.9","Signature.10","Signature.11","Signature.12","Signature.13","Signature.14","Signature.15","Signature.16","Signature.17","Signature.18","Signature.19","Signature.20","Signature.21","Signature.22","Signature.23","Signature.24","Signature.25","Signature.26","Signature.27","Signature.28","Signature.29","Signature.30","Mode","Sample"
"1062","TCGA-50-6590-01",0,0.0612393187672499,0,0.652560396274726,0,0,0,0,0,0,0,0,0.116324508326028,0,0,0,0,0,0,0.0971990335006601,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1072","TCGA-50-6591-01",0,0,0.244363420447658,0,0,0.208410019823575,0.114510617322271,0,0,0.0825261693080184,0,0,0,0,0,0,0.0886015897006013,0,0.0809234591701717,0,0,0,0,0.113073583781198,0,0,0,0,0,0,"Paired","LUAD"
"1082","TCGA-50-6592-01",0,0.097965023854968,0.229889876686557,0.159123767848901,0,0.0849130913269855,0,0,0,0,0,0,0.0705527086834969,0,0,0.0936629517983329,0,0,0,0,0,0,0,0,0,0,0,0,0.113972021581785,0,"Paired","LUAD"
"1092","TCGA-50-6593-01",0,0,0,0.584058701263571,0,0,0,0,0,0,0,0,0,0,0,0.147658174622287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1102","TCGA-50-6594-01",0,0,0,0.786754327006017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636383061635351,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1112","TCGA-50-6595-01",0.142340858585555,0,0.171300568399313,0.236848301627524,0,0,0.12903065764476,0,0,0,0,0,0.0963607580340688,0.0647569863873287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1122","TCGA-50-6597-01",0.294819033410685,0.109738932815445,0,0,0,0,0.0852150103555852,0,0,0,0,0,0.0706804251117558,0,0,0.0706484688568046,0.0641437032194565,0,0.187770372984734,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1131","TCGA-50-6673-01",0,0,0,0.431214757748369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168480063672618,0,0.349351442665873,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1141","TCGA-50-7109-01",0,0,0.0966102560647295,0.562672268984809,0,0.124606502301657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138629438076412,0,0,0,0,0,0,"Paired","LUAD"
"1151","TCGA-50-8457-01",0.203556413082339,0,0,0.129290763907573,0,0,0.118212122711866,0,0,0,0,0,0.0630358069401693,0,0,0.100704592131461,0,0,0,0.21294036002662,0,0,0,0.172259922321797,0,0,0,0,0,0,"Paired","LUAD"
"1162","TCGA-50-8459-01",0,0,0.0832303662686042,0.381519079252014,0,0.19304094203817,0,0,0,0,0,0,0,0,0,0.136032799884366,0,0.107201758190241,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1172","TCGA-50-8460-01",0,0.110053199942231,0,0,0.0767653787161971,0,0,0,0,0,0,0,0,0,0.152941987189232,0,0.173858815731215,0.235612640706281,0.193414279095951,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1182","TCGA-53-7624-01",0,0.079673381227097,0,0.606444966819616,0,0,0,0,0,0,0,0,0.079769061133819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1192","TCGA-53-7626-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201143024127738,0,0.149546150056956,0,0,0,0.593068874884745,0,0,0,0,0,0,"Paired","LUAD"
"1202","TCGA-53-7813-01",0,0,0.0770629990696075,0.477761775253076,0,0.14199434320688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146607911022467,0,"Paired","LUAD"
"1212","TCGA-53-A4EZ-01",0,0,0,0.732220741967275,0,0.0788833740355424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624251936444932,"Paired","LUAD"
"1221","TCGA-55-5899-01",0,0.122444701897969,0,0.511270523905636,0,0,0,0,0,0,0,0,0.0865668917200841,0,0,0,0,0,0,0,0,0,0,0.110615486198493,0,0,0,0,0,0,"Paired","LUAD"
"1232","TCGA-55-6543-01",0.377993657993232,0,0.160899399258002,0,0,0,0.152787900585796,0.0843948223969181,0,0,0,0,0,0,0.223924219766053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"12411","TCGA-55-6642-01",0,0,0,0.662684109192401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211111280966238,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1252","TCGA-55-6712-01",0,0.107926299236472,0,0.327926778695223,0,0.165004876622191,0,0,0,0,0,0,0.243378628602321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1262","TCGA-55-6968-01",0,0.240709533630568,0.13114198012342,0.077514287114093,0,0,0,0,0,0,0,0,0.326429413910665,0,0,0,0,0,0,0,0,0,0,0.0645140045723543,0,0,0,0,0,0,"Paired","LUAD"
"1272","TCGA-55-6969-01",0,0,0.0702430695904372,0.762834362913046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872022635697088,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1282","TCGA-55-6970-01",0,0.0971726075832995,0,0.709804116653421,0,0.1092930358429,0,0,0,0,0,0,0,0,0,0.0782565329465162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1292","TCGA-55-6971-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163000159481031,0,0.193402897432757,0,0,0,0.643596943086212,0,0,0,0,0,0,"Paired","LUAD"
"1302","TCGA-55-6972-01",0,0.238336130854783,0,0.343725268950266,0,0,0.0743948294304399,0,0,0,0,0,0.106384034164617,0,0,0,0,0,0,0.0842786166220025,0,0,0,0.111005778136208,0,0,0,0,0,0,"Paired","LUAD"
"1313","TCGA-55-6975-01",0.163846904202598,0,0,0.238915097422268,0.128149173105315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244927749898581,0,0,0,0,0,0,"Paired","LUAD"
"1322","TCGA-55-6978-01",0,0,0,0.566350599516609,0,0.0639784157482684,0,0,0,0,0,0,0,0,0,0,0,0.11590491592664,0,0.185663155960792,0,0,0,0.0681029128476913,0,0,0,0,0,0,"Paired","LUAD"
"1332","TCGA-55-6979-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090693741807849,0,0.198207599277881,0,0,0,0.71109865891427,0,0,0,0,0,0,"Paired","LUAD"
"13411","TCGA-55-6980-01",0,0,0,0.280785679909663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140170282844384,0,0.465495179224875,0,0,0,0.113548858021078,0,0,0,0,0,0,"Paired","LUAD"
"1351","TCGA-55-6981-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234708901485099,0,0.166614894210456,0,0,0,0.598676204304445,0,0,0,0,0,0,"Paired","LUAD"
"1361","TCGA-55-6982-01",0.060386617963266,0.277914225129595,0.131866617604347,0,0,0,0,0,0,0,0,0,0.342045330521358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1371","TCGA-55-6983-01",0.184349069128951,0,0,0.443349213256929,0,0,0,0,0,0,0,0,0,0,0.0732307778471756,0,0,0,0,0,0,0.0680019630155743,0,0,0,0,0,0,0,0.0724256932895888,"Paired","LUAD"
"1381","TCGA-55-6984-01",0,0,0,0.0852114364056903,0,0,0,0,0,0.0686986892168858,0.0675198488942888,0,0,0,0,0,0,0.245685960747086,0,0.248852945814992,0,0,0,0.218791962361553,0,0,0,0,0,0,"Paired","LUAD"
"1391","TCGA-55-6985-01",0,0,0,0.795730011817786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759493151825154,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1401","TCGA-55-6986-01",0,0,0,0.107981090961918,0,0.141278327531708,0.0644051164584605,0,0,0,0,0,0,0,0,0,0,0.0912983896465706,0,0.171324065061875,0,0,0,0.423713010339467,0,0,0,0,0,0,"Paired","LUAD"
"1411","TCGA-55-6987-01",0,0.117473186760412,0,0.497982691192927,0,0,0,0,0,0,0,0,0.0979732015228999,0,0,0,0,0,0,0.147757615836537,0,0,0,0.0632066925037732,0,0,0,0,0,0,"Paired","LUAD"
"1421","TCGA-55-7284-01",0.676582603118736,0,0,0,0,0,0.135626230686233,0,0,0,0,0,0,0,0,0,0,0.0881928379216351,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1431","TCGA-55-7573-01",0,0.104394568367007,0,0.128222895811912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237809900173017,0,0,0.0825771389141924,0,0.157755026038181,0.155967603401064,0,0,0,0,0,0,"Paired","LUAD"
"1441","TCGA-55-7724-01",0.122731796416168,0.06735062554997,0.0629157082741229,0.0880897928121322,0,0,0,0,0,0,0,0.15240583433464,0,0,0,0,0,0,0,0,0,0,0,0.097039465302152,0.135440009773711,0,0,0,0.0702293514412772,0,"Paired","LUAD"
"1451","TCGA-55-7725-01",0.0649386645869449,0,0,0.447964122714217,0.155073493188843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746621917949223,0,0.119954845667461,0,0,0,0,0.0839266173931688,0,"Paired","LUAD"
"14611","TCGA-55-7726-01",0.230369021252507,0.197239251059241,0.133521604642188,0,0,0.0614578535601055,0,0,0,0,0,0,0.323694874567362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"14711","TCGA-55-7727-01",0,0.160268969820074,0.0627814123978926,0.245635490416508,0,0.0774437348166077,0.161391688217708,0,0,0,0,0,0.159805985133278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101714702410352,0,"Paired","LUAD"
"14811","TCGA-55-7728-01",0.154001036572622,0,0,0.702939949920709,0,0.116838602734283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"14911","TCGA-55-7815-01",0.120274265569021,0,0.0806445959600315,0.605308095439329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692763864436329,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1501","TCGA-55-7903-01",0.0701088757981933,0,0,0.4278366501325,0,0.242959367029887,0,0,0,0,0,0,0.0658959940127345,0,0,0,0,0.0785992498278231,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1511","TCGA-55-7907-01",0,0,0,0.73503382515444,0,0,0,0,0,0,0,0,0.0810217769979598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1521","TCGA-55-7910-01",0,0,0,0.568344514315189,0,0.0988524412517607,0,0,0,0,0,0,0,0,0,0,0,0.134266094493497,0,0.0714970644431004,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1531","TCGA-55-7911-01",0.0771299822387579,0,0.0896244013321345,0.558645811668768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878528608531502,0.112161916647235,"Paired","LUAD"
"1541","TCGA-55-7913-01",0,0,0,0.610221348868629,0,0.0971654960764881,0,0,0,0,0,0,0.0682002743067003,0,0,0,0,0,0,0,0,0,0,0.0694100784499109,0,0,0,0,0,0,"Paired","LUAD"
"1551","TCGA-55-7914-01",0,0,0,0.463407593824932,0,0.13525909700287,0,0,0,0,0,0.070259483310867,0.081986453699763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1561","TCGA-55-7994-01",0,0,0,0.802707517068582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1571","TCGA-55-7995-01",0,0,0.136884373636983,0.628241749508557,0,0,0,0,0,0,0,0,0.0621801391814333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1581","TCGA-55-8085-01",0.084109737986206,0.211549493029367,0,0.355584562175603,0,0,0,0,0,0,0,0,0.178389899497386,0,0,0,0,0,0.0620921815772981,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1591","TCGA-55-8087-01",0.409340223199469,0.0642876743439817,0,0,0,0,0.22987697150767,0,0,0.0821140026078432,0,0,0,0,0.197025664443688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1601","TCGA-55-8089-01",0,0.128333409667286,0,0.638545979393053,0,0,0,0,0,0,0,0,0.117097151500916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"16111","TCGA-55-8090-01",0,0,0.0660850285222713,0.516108705159829,0,0.11406745321824,0.108452443438979,0,0,0,0,0.0966115694994208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1621","TCGA-55-8091-01",0.573305573799041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192996582485453,0,0,0,0.140140704173851,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1631","TCGA-55-8092-01",0,0.138439404603332,0,0.521261476252599,0,0.0823953477747224,0.102509266082551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1641","TCGA-55-8094-01",0,0,0,0.558771912320119,0,0,0,0.0905786841350793,0,0,0,0,0,0,0,0,0,0.0770186472447215,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1651","TCGA-55-8096-01",0.155957232502407,0,0.133623757580397,0.349244995689669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106455074038269,0,0,0,0,0.131675062171964,0,"Paired","LUAD"
"1661","TCGA-55-8097-01",0.260962348101232,0,0,0.314795975228392,0,0,0,0,0.0862064164633823,0,0,0,0,0.15090954869468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1671","TCGA-55-8203-01",0.0627453235108507,0,0,0.687574210383089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100394056014953,0,"Paired","LUAD"
"1681","TCGA-55-8204-01",0,0.0728468578569949,0,0,0,0.0717240664928743,0.105677156874479,0,0,0,0,0,0.26037493031004,0,0,0.10104314145495,0,0,0,0,0,0,0,0,0,0,0,0,0.230068689218218,0,"Paired","LUAD"
"16911","TCGA-55-8205-01",0,0.120647908068509,0,0.320701354347457,0,0,0,0,0,0,0,0,0.169262041730507,0,0,0,0,0,0,0,0,0,0,0.0908970425421675,0,0,0,0,0,0,"Paired","LUAD"
"1701","TCGA-55-8206-01",0.0922722720821744,0.126472566361299,0,0.0788283109022892,0,0.10579708248111,0,0,0,0,0,0,0,0,0.121865469524066,0,0,0.139359269766386,0,0,0,0,0,0,0.0978638571309734,0,0,0.066264076201222,0,0,"Paired","LUAD"
"17111","TCGA-55-8207-01",0,0,0,0.672816842402096,0,0.0845570652135855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"17211","TCGA-55-8208-01",0.0613288672771899,0.199488910048817,0.0999775999202728,0.179986841483527,0,0,0,0,0,0,0,0,0.212824030299107,0,0,0,0,0,0,0,0,0,0,0.0618510891878481,0,0,0,0,0,0,"Paired","LUAD"
"17311","TCGA-55-8301-01",0,0,0,0.637582748226317,0,0.0802247668400184,0,0,0,0,0,0.0926197806010482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"17411","TCGA-55-8302-01",0,0,0,0.829075563987352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1751","TCGA-55-8505-01",0.315061278842722,0.150455331526939,0.200365520758335,0,0,0.133483166490507,0,0,0,0,0,0,0.071068554827051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"17611","TCGA-55-8506-01",0.173537729739886,0,0,0.522462978903006,0,0.271129699100236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1771","TCGA-55-8507-01",0,0,0,0.795413498977785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1781","TCGA-55-8508-01",0.140132039136825,0,0,0.579136850181043,0,0,0,0,0,0,0,0,0,0,0,0.0856682562574522,0,0,0,0,0,0,0,0.0679505301838036,0,0,0,0,0,0,"Paired","LUAD"
"1791","TCGA-55-8510-01",0,0,0,0.713462274496917,0,0.0635134595768846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"180","TCGA-55-8511-01",0,0.0839613907021802,0,0.663540923906946,0,0.0611984007915777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1811","TCGA-55-8512-01",0.118465340468581,0,0,0.148800698293601,0.154300870124174,0,0,0.0885181383813516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134806249642575,0,0,0,0.167101443999763,0,"Paired","LUAD"
"1821","TCGA-55-8513-01",0.821623764296302,0,0,0,0,0.13799722875093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1831","TCGA-55-8514-01",0.149900743952633,0,0,0.577554915804361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142803794061262,0,0,0,0,0,0,"Paired","LUAD"
"18411","TCGA-55-8614-01",0.216828845740155,0,0.103273273649991,0.184017540335807,0.194083537527442,0,0,0,0,0,0,0,0.072806854159179,0,0,0,0,0,0,0,0.0812957755331258,0,0,0.0684776754705538,0,0,0,0,0,0,"Paired","LUAD"
"1851","TCGA-55-8615-01",0.100161748940036,0,0.135026660408701,0.340536758711756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652792815341579,0,0,0,0,0,0,0.142946625047754,0,"Paired","LUAD"
"1861","TCGA-55-8616-01",0,0,0,0.786867620348279,0,0.120458242516224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"18711","TCGA-55-8619-01",0.935834478097536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641655219024637,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"18811","TCGA-55-8620-01",0,0,0,0.692998191030631,0,0.151132562358725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"18911","TCGA-55-8621-01",0,0,0,0,0,0,0.0783838818364545,0,0,0,0,0.0867186052764045,0.0826630846305745,0,0.0820492139691871,0,0,0.102451432094151,0,0,0,0.0817739676518502,0,0.390190809196538,0,0,0,0,0,0,"Paired","LUAD"
"1901","TCGA-55-A48X-01",0,0,0,0.878677608782142,0,0,0.0685682279116823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"19111","TCGA-55-A48Y-01",0.133956735305852,0.416880389033804,0,0,0,0,0,0,0,0,0,0,0.330801872225379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"19211","TCGA-55-A48Z-01",0.243774765116449,0.0793079086188735,0,0.268247925428874,0,0.102847529155603,0,0,0,0,0,0,0,0,0,0,0.061670466735416,0,0.170139767060382,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1932","TCGA-55-A490-01",0,0,0,0.797131348498179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1942","TCGA-55-A491-01",0,0,0,0.605475767663225,0,0.17102336296755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1951","TCGA-55-A492-01",0.0882272201821513,0,0,0.536460111938659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725572561708482,0,0,0.0747649544770484,0,0,0,0,0,0,"Paired","LUAD"
"19611","TCGA-55-A493-01",0.111510937415519,0.126566360927468,0,0.429451335592986,0,0,0,0,0,0,0,0,0.0833835040134801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"1971","TCGA-55-A494-01",0.30705760082944,0,0,0.410074671570646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131741653794044,0,0,0,0,0,0,"Paired","LUAD"
"1981","TCGA-55-A4DF-01",0.0711472894106035,0.236810809627996,0.0846672910353494,0.0783515752535412,0,0,0.100597358474652,0,0,0,0,0,0.302058361449382,0,0,0,0,0,0,0,0,0,0,0.0735197875582831,0,0,0,0,0,0,"Paired","LUAD"
"19911","TCGA-55-A4DG-01",0,0,0,0.862701331536956,0,0.0697435165395614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"2001","TCGA-55-A57B-01",0.455674464435203,0.116847033066429,0,0,0,0,0,0,0,0,0,0,0,0,0.101475701660898,0,0,0,0,0,0,0,0,0.242139773352545,0,0,0,0,0,0,"Paired","LUAD"
"2011","TCGA-62-8394-01",0.20869086981482,0.0689684400967061,0.310277957870086,0,0,0,0,0,0,0,0,0,0.154879915969227,0,0,0,0,0,0,0,0,0,0,0.142864901978302,0,0,0,0,0,0,"Paired","LUAD"
"20211","TCGA-62-8395-01",0.204766288895045,0,0,0,0.149807178530835,0.299908065493522,0.111395209784477,0,0,0,0,0,0.133162918888369,0,0,0,0,0,0,0,0.0922651412372307,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"20311","TCGA-62-8397-01",0.541143132753791,0,0,0,0,0,0,0.141181901112524,0,0,0,0,0,0.103573471527731,0,0,0,0,0.168616269144321,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"20411","TCGA-62-8398-01",0.238065120811494,0,0,0.134583321952006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129347487960275,0.184718349919964,0,0.0965831942285758,0,0,0.12352422141548,0,"Paired","LUAD"
"2051","TCGA-62-8399-01",0,0.147905241939676,0,0.444209158360298,0,0.0970052495639237,0,0,0,0,0,0,0.205971746871992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"2061","TCGA-62-8402-01",0.455972456765568,0.0723708156367366,0.187936082780148,0,0.191371626623193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"20711","TCGA-62-A46O-01",0,0,0,0.700865612933847,0,0.0850275256361544,0,0,0,0,0,0,0.0778148851307821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"20811","TCGA-62-A46P-01",0,0,0,0.592893826278069,0,0.115296646131609,0,0,0,0,0,0,0,0,0,0,0,0.0801566909196226,0,0,0,0,0,0.10695988023363,0,0,0,0,0,0,"Paired","LUAD"
"20911","TCGA-62-A46R-01",0.228132702378517,0.144099798062056,0,0.431432574087076,0,0,0,0,0,0,0,0,0,0,0,0.0649525592367014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"2101","TCGA-62-A46S-01",0.131931534870404,0,0,0.364220314214121,0,0.13576070982724,0.0918208364714444,0,0,0,0,0,0,0.0876731991318337,0,0.0671994370744373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"2112","TCGA-62-A46U-01",0.472513653711384,0,0,0.17398333615292,0,0,0.0981746484025421,0,0,0,0,0,0,0,0.0811482233834856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"2121","TCGA-62-A46V-01",0.464654937022029,0.0631370468043148,0.235399089308863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106758668091835,"Paired","LUAD"
"2131","TCGA-62-A46Y-01",0.615595223373241,0,0,0,0,0,0.0874184322493764,0,0,0,0,0,0,0,0,0.237622203567455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"2142","TCGA-62-A470-01",0.222083103343134,0,0.127005031486305,0.346640812570925,0,0,0,0,0,0,0,0,0,0,0.181347120254301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"2152","TCGA-62-A471-01",0.235836352562049,0.250646349627179,0.169865383240552,0,0,0,0,0,0,0,0,0,0.192270641220338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"2162","TCGA-62-A472-01",0.221641455685491,0,0.251374568657852,0.273179177761835,0,0,0,0,0,0,0.14730852053722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"2172","TCGA-64-1677-01",0,0.076071722426247,0.173554071519461,0.174122559478079,0,0.110523105347545,0.091455237683464,0,0,0,0,0,0.205284959203317,0,0,0,0,0,0,0,0,0,0,0.111725307166168,0,0,0,0,0,0,"Paired","LUAD"
"21811","TCGA-64-1679-01",0,0,0,0.661009413364504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191676896945461,0,"Paired","LUAD"
"21911","TCGA-64-1681-01",0.156436536938054,0.243694585868122,0.32305937816652,0.0809405002370635,0,0,0,0,0,0,0,0,0,0,0,0,0.0812286990491779,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"2201","TCGA-64-5774-01",0,0,0,0.50885998818588,0,0.201971462107157,0,0,0,0,0,0,0,0.0747175742984501,0,0.0935730150789085,0,0,0,0,0,0,0,0,0,0,0,0,0.091468311733153,0,"Paired","LUAD"
"2211","TCGA-64-5775-01",0,0,0,0.847047516583772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"22211","TCGA-64-5778-01",0,0,0,0.763882066134554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"22311","TCGA-64-5779-01",0,0,0,0.758539166396779,0,0.106799563208275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"22411","TCGA-64-5781-01",0,0.0748248946196791,0,0.742293537329134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"2251","TCGA-64-5815-01",0.154550147599675,0,0,0.474027285707989,0,0,0,0.105338169348693,0,0,0.0974247705428731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
"2261","TCGA-67-3772-01",0.403753750535424,0,0.0768248998735659,0,0.0884328030804084,0,0,0,0,0,0,0,0.11301008127972,0,0,0,0,0,0,0,0,0,0.102601144568294,0.0844517162591463,0,0,0,0,0,0,"Paired","LUAD"
"2271","TCGA-67-4679-01",0,0,0,0.739785974073868,0,0.0621170742932537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paired","LUAD"
